id_servico,id_cliente,tipo_servico,subtipo,descricao_detalhada,unidade_medida,quantidade,valor_unitario_aplicado,valor_total,data_execucao,status
1455,151,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",metro quadrado,72.99,119.81,8744.93,2025-09-15,concluído
1456,116,Sanca,,"Serviço de sanca solicitado para área externa, imóvel residencial.",metro linear,14.66,,,2024-01-06,concluído
1457,286,Boiserie,,"Serviço de boiserie solicitado para área externa, imóvel residencial.",metro linear,34.57,150.0,5185.5,2025-12-12,concluído
1458,131,Divisória Drywall,,Execução de divisória drywall em quarto principal.,metro quadrado,7.0,130.0,910.0,2024-12-28,concluído
1459,134,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para sala de estar, imóvel residencial.",metro linear,13.04,17.0,221.68,09/01/2025,concluído
1460,301,Divisória Drywall,,Execução de divisória drywall em sala de estar.,metro quadrado,23.91,130.0,3108.3,2024-11-14,concluído
1461,280,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para sala de estar, imóvel residencial.",metro linear,8.54,15.0,128.1,2025-11-28,concluído
1462,205,Gesso Liso,Parede Rebocada,Execução de gesso liso em cozinha.,metro quadrado,59.44,,,2026-01-31,concluído
1463,196,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,26.88,95.0,2553.6,2026-06-06,concluído
1464,135,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,72.85,95.0,6920.75,2024-02-24,concluído
1465,22,Boiserie,,Execução de boiserie em fachada comercial.,metro linear,25.07,150.0,3760.5,2024-04-30,concluído
1466,75,Gesso Liso,Parede Pintada,Execução de gesso liso em cozinha.,metro quadrado,69.67,22.0,1532.74,2025-07-04,concluído
1467,305,Sanca,,"Serviço de sanca solicitado para galpão industrial, imóvel residencial.",metro linear,27.28,,,2026-03-28,concluído
1468,140,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,33.43,95.0,3175.85,2025-12-15,CONCLUÍDO
1469,149,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para corredor, imóvel industrial.",metro linear,17.44,12.0,209.28,2024-12-13,concluído
1470,128,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,30.46,95.0,2893.7,2024-01-03,concluído
1471,249,Sanca,,Execução de sanca em sala de estar.,metro linear,33.08,95.0,3142.6,2026-07-17,concluído
1472,5,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,34.05,130.0,4426.5,2025-10-18,concluído
1473,301,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel residencial.",metro linear,4.62,20.0,92.4,2026-04-04,concluído
1474,236,Gesso Liso,Parede Pintada,Execução de gesso liso em cozinha.,metro quadrado,65.32,22.0,1437.04,2025-01-10,concluído
1475,221,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel residencial.",metro linear,4.59,12.0,55.08,2026-07-28,concluído
1476,71,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala comercial, conforme orçamento aprovado.",metro quadrado,7.55,30.0,226.5,11/09/2025,concluído
1477,281,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,52.21,30.0,1566.3,2024-08-04,concluído
1478,190,Divisória Drywall,,"Serviço de divisória drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,16.1,130.0,2093.0,2024-11-18,concluído
1479,217,Forro Drywall,,"Serviço de forro drywall solicitado para sala de estar, imóvel residencial.",metro quadrado,6.47,95.0,614.65,2025-10-17,concluído
1480,259,Sanca,,Execução de sanca em quarto principal.,metro linear,16.51,,,2025-11-28,concluído
1481,270,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel residencial.",metro linear,19.28,95.0,1831.6,2024-09-18,concluído
1482,136,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,63.29,95.0,6012.55,2026-04-11,concluído
1483,41,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para recepção da loja, imóvel residencial.",metro quadrado,65.44,30.0,1963.2,2025-06-28,concluído
1484,284,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel industrial.",metro linear,11.7,20.0,234.0,2025-05-21,concluído
1485,96,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",metro linear,38.91,95.0,3696.45,2026-05-17,concluído
1486,14,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",metro quadrado,52.88,130.0,6874.4,2024-07-13,Concluido
1487,208,Gesso Liso,Parede de Tijolo,"Gesso Liso - corredor, conforme orçamento aprovado.",metro quadrado,27.42,32.41,888.68,2024-11-25,concluído
1488,225,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,42.35,,,2024-06-12,concluído
1489,49,Sanca,,Execução de sanca em fachada comercial.,metro linear,12.3,95.0,1168.5,2025-09-23,concluído
1490,37,Gesso Liso,Parede Rebocada,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,52.98,17.05,903.31,2025-11-19,concluído
1491,30,Moldura de Gesso,20cm,Execução de moldura de gesso em escritório.,metro linear,36.85,20.0,737.0,2025-12-07,concluído
1492,146,Forro Drywall,,"Serviço de forro drywall solicitado para cozinha, imóvel industrial.",metro quadrado,83.76,95.0,7957.2,2026-03-03,concluído
1493,105,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,80.08,97.37,7797.39,04/02/2024,CONCLUÍDO
1494,27,Gesso Liso,Parede Rebocada,Execução de gesso liso em fachada comercial.,metro quadrado,23.28,20.0,465.6,2024-11-16,concluído
1495,153,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel residencial.",metro linear,29.93,15.0,448.95,2024-01-19,concluído
1496,292,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",m linear,37.26,95.0,3539.7,2024-06-12,concluído
1497,207,Gesso Liso,Parede Pintada,"Gesso Liso - área externa, conforme orçamento aprovado.",metro quadrado,75.53,,,2026-01-16,concluído
1498,112,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para área externa, imóvel industrial.",metro quadrado,83.46,20.0,1669.2,2025-05-11,concluído
1499,219,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",metro quadrado,6.78,23.18,157.16,2024-01-15,Concluido
1500,111,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,14.33,,,2024-09-20,Concluido
1501,54,Sanca,,"Sanca - corredor, conforme orçamento aprovado.",m linear,15.19,,,2024-08-21,concluído
1502,71,Moldura de Gesso,20cm,"Moldura de Gesso - cozinha, conforme orçamento aprovado.",metro linear,36.66,,,2025-12-21,Concluido
1503,252,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,9.2,20.0,184.0,2024-05-24,Concluido
1504,149,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",metro quadrado,9.46,20.0,189.2,2024-03-19,CONCLUÍDO
1505,295,Moldura de Gesso,7cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,25.18,,,2025-02-04,concluído
1506,278,Forro Drywall,,Execução de forro drywall em sala de estar.,metro quadrado,0.0,95.0,,2026-07-29,concluído
1507,43,Sanca,,"Serviço de sanca solicitado para sala comercial, imóvel residencial.",metro linear,17.22,95.0,1635.9,2024-11-26,concluído
1508,268,Gesso Liso,Parede Pintada,Execução de gesso liso em corredor.,metro quadrado,80.71,20.67,1668.28,20/05/2025,concluído
1509,229,Forro Drywall,,"Serviço de forro drywall solicitado para quarto principal, imóvel residencial.",metro quadrado,31.34,95.0,2977.3,2025-06-27,Concluido
1510,90,Sanca,,Execução de sanca em sala de estar.,metro linear,36.0,95.0,3420.0,2026-02-27,concluído
1511,274,Forro Drywall,,"Serviço de forro drywall solicitado para sala de estar, imóvel industrial.",m2,84.85,100.62,8537.61,2026-04-20,concluído
1512,153,Moldura de Gesso,20cm,"Moldura de Gesso - sala de estar, conforme orçamento aprovado.",m linear,32.97,19.56,644.89,2025-02-25,concluído
1513,312,Sanca,,"Serviço de sanca solicitado para quarto principal, imóvel industrial.",m linear,31.74,95.0,3015.3,2024-10-02,concluído
1514,295,Moldura de Gesso,20cm,Execução de moldura de gesso em área externa.,metro linear,35.47,20.0,709.4,2024-06-05,concluído
1515,238,Gesso 3D,,"Serviço de gesso 3d solicitado para sala de estar, imóvel residencial.",metro quadrado,20.58,180.0,3704.4,2025-12-08,concluído
1516,294,Boiserie,,"Boiserie - recepção da loja, conforme orçamento aprovado.",metro linear,12.29,150.0,1843.5,2026-04-28,concluído
1517,334,Divisória Drywall,,"Divisória Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,74.62,142.01,10596.79,2024-12-28,Concluido
1518,98,Sanca,,"Serviço de sanca solicitado para sala comercial, imóvel residencial.",metro linear,34.24,95.0,3252.8,2025-07-31,concluído
1519,59,Boiserie,,"Boiserie - sala comercial, conforme orçamento aprovado.",metro linear,27.28,155.17,4233.04,2026-07-19,concluído
1520,329,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",metro quadrado,46.12,30.0,1383.6,2026-08-18,concluído
1521,281,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",metro quadrado,34.52,22.0,759.44,2025-04-15,concluído
1522,207,Sanca,,Execução de sanca em sala comercial.,metro linear,9.73,95.0,924.35,2025-10-19,Concluido
1523,151,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala de estar.,metro quadrado,67.09,21.11,1416.27,2025-07-30,concluído
1524,74,Forro Drywall,,"Forro Drywall - cozinha, conforme orçamento aprovado.",m2,21.83,95.0,2073.85,2025-05-29,Concluido
1525,220,Sanca,,"Sanca - corredor, conforme orçamento aprovado.",metro linear,14.71,93.63,1377.3,2025-10-15,concluído
1526,322,Divisória Drywall,,"Divisória Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,68.08,130.0,8850.4,2024-07-26,concluído
1527,108,Forro Drywall,,"Forro Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,41.48,95.0,3940.6,2024-11-24,concluído
1528,86,Gesso Liso,Parede de Tijolo,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,36.8,30.0,1104.0,2025-07-17,concluído
1529,122,sanca,,"Sanca - galpão industrial, conforme orçamento aprovado.",metro linear,24.97,95.0,2372.15,2026-08-16,concluído
1530,80,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,79.2,20.0,1584.0,2025-10-21,concluído
1531,206,Gesso Liso,Parede Rebocada,Execução de gesso liso em escritório.,m2,35.43,,,2024-02-07,Concluido
1532,284,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel residencial.",metro linear,25.45,95.0,2417.75,2025-12-24,concluído
1533,162,Divisória Drywall,,Execução de divisória drywall em escritório.,metro quadrado,7.58,130.0,985.4,2025-09-20,concluído
1534,7,Gesso Liso,Parede Pintada,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,68.83,22.91,1576.9,2026-05-10,concluído
1535,163,Moldura de Gesso,15cm,"Moldura de Gesso - escritório, conforme orçamento aprovado.",metro linear,19.28,17.0,327.76,2025-10-21,concluído
1536,160,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",metro quadrado,33.78,130.0,4391.4,2026-09-22,orçado
1537,79,Sanca,,"Sanca - recepção da loja, conforme orçamento aprovado.",metro linear,37.64,100.96,3800.13,2024-07-22,concluído
1538,299,Moldura de Gesso,7cm,"Moldura de Gesso - fachada comercial, conforme orçamento aprovado.",metro linear,26.64,12.0,319.68,2025-04-02,concluído
1539,150,Forro Drywall,,"Serviço de forro drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,25.34,95.0,2407.3,2024-10-27,concluído
1540,34,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,18.98,17.0,322.66,2025-05-06,concluído
1541,83,Gesso Liso,Parede Pintada,Execução de gesso liso em escritório.,metro quadrado,52.72,22.0,1159.84,2025-03-25,concluído
1542,287,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",metro linear,16.63,95.0,1579.85,2024-06-16,CONCLUÍDO
1543,321,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para fachada comercial, imóvel residencial.",metro quadrado,63.85,20.0,1277.0,2026-03-27,concluído
1544,200,Moldura de Gesso,7cm,"Moldura de Gesso - fachada comercial, conforme orçamento aprovado.",metro linear,9.54,11.92,113.72,2025-07-11,concluído
1545,2,Sanca,,Execução de sanca em fachada comercial.,metro linear,15.46,82.58,1276.69,2025-11-11,concluído
1546,141,Moldura de Gesso,10cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,27.7,15.39,426.3,2024-09-18,concluído
1547,65,gesso liso,Parede de Tijolo,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,47.42,30.0,1422.6,2024-09-04,CONCLUÍDO
1548,16,Gesso 3D,,Execução de gesso 3d em recepção da loja.,metro quadrado,50.59,180.0,9106.2,2026-04-18,concluído
1549,213,Forro Drywall,,Execução de forro drywall em sala de estar.,metro quadrado,37.52,95.0,3564.4,2024-11-16,concluído
1550,113,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para sala comercial, imóvel residencial.",metro quadrado,25.76,22.0,566.72,2026-07-10,CONCLUÍDO
1551,9,Gesso Liso,Parede de Tijolo,Execução de gesso liso em quarto principal.,metro quadrado,11.6,30.0,348.0,2024-12-01,concluído
1552,180,Divisória Drywall,,Execução de divisória drywall em recepção da loja.,metro quadrado,9.08,130.0,1180.4,2025-01-04,concluído
1553,66,Divisória Drywall,,"Serviço de divisória drywall solicitado para área externa, imóvel residencial.",metro quadrado,34.75,130.0,4517.5,2026-02-07,concluído
1554,94,Divisória Drywall,,Execução de divisória drywall em sala comercial.,m2,43.36,119.04,5161.57,2024-04-04,concluído
1555,33,Forro Drywall,,Execução de forro drywall em sala comercial.,metro quadrado,63.02,99.32,6259.15,2024-10-04,concluído
1556,118,Gesso 3D,,"Serviço de gesso 3d solicitado para quarto principal, imóvel residencial.",metro quadrado,50.39,196.05,9878.96,2024-03-08,concluído
1557,77,Moldura de Gesso,15cm,Execução de moldura de gesso em galpão industrial.,metro linear,16.23,17.0,275.91,2025-08-25,concluído
1558,8,Sanca,,"Sanca - sala comercial, conforme orçamento aprovado.",metro linear,24.58,95.0,2335.1,2025-10-28,concluído
1559,275,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",metro linear,20.78,95.0,1974.1,2025-08-19,concluído
1560,8,Gesso Liso,Parede de Tijolo,Execução de gesso liso em galpão industrial.,metro quadrado,43.36,30.0,1300.8,2024-04-09,concluído
1561,28,Forro Drywall,,"Serviço de forro drywall solicitado para quarto principal, imóvel residencial.",metro quadrado,36.93,84.14,3107.29,2025-03-14,concluído
1562,7,Moldura de Gesso,7cm,Execução de moldura de gesso em galpão industrial.,metro linear,17.96,12.0,215.52,2024-07-08,CONCLUÍDO
1563,71,Gesso 3D,,"Serviço de gesso 3d solicitado para quarto principal, imóvel residencial.",metro quadrado,17.62,180.0,3171.6,2026-03-18,concluído
1564,73,Gesso Liso,Parede de Tijolo,Execução de gesso liso em cozinha.,metro quadrado,5.55,30.0,166.5,2026-07-03,concluído
1565,164,Sanca,,"Sanca - sala de estar, conforme orçamento aprovado.",metro linear,11.59,95.0,1101.05,2025-11-11,concluído
1566,39,Moldura de Gesso,10cm,"Moldura de Gesso - cozinha, conforme orçamento aprovado.",metro linear,7.21,15.0,108.15,2024-08-02,concluído
1567,110,Boiserie,,"Boiserie - escritório, conforme orçamento aprovado.",metro linear,8.86,150.0,1329.0,2026-05-02,Concluido
1568,153,Moldura de Gesso,10cm,"Moldura de Gesso - cozinha, conforme orçamento aprovado.",metro linear,25.55,15.0,383.25,2024-09-27,concluído
1569,127,Gesso 3D,,"Gesso 3D - área externa, conforme orçamento aprovado.",metro quadrado,39.42,180.0,7095.6,2025-10-02,Concluido
1570,119,Gesso Liso,Parede de Tijolo,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,32.85,30.0,985.5,2025-12-05,concluído
1571,200,Divisória Drywall,,"Serviço de divisória drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,81.8,130.0,10634.0,2025-10-16,concluído
1572,128,Forro Drywall,,"Serviço de forro drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,36.75,95.0,3491.25,2024-10-22,Concluido
1573,288,Forro Drywall,,Execução de forro drywall em galpão industrial.,metro quadrado,51.03,,,2024-05-10,concluído
1574,199,Moldura de Gesso,20cm,"Moldura de Gesso - recepção da loja, conforme orçamento aprovado.",metro linear,21.27,20.0,425.4,2024-12-12,concluído
1575,166,Gesso 3D,,Execução de gesso 3d em área externa.,metro quadrado,25.99,180.0,4678.2,2025-07-15,concluído
1576,152,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",metro quadrado,49.81,20.0,996.2,2025-09-15,concluído
1577,257,gesso liso,Parede Pintada,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",m2,10.75,22.31,239.83,2025-12-12,concluído
